1: Wei Liu, weight = 3522
9376: Reiner Hähnle, weight = 271
9377: Neeraj Kumar, weight = 271
9378: Alessandro Vinciarelli, weight = 271
9379: Wing W. Y. Ng, weight = 271
9380: Jose-Norberto Mazón, weight = 271
9381: Qingmin Liao, weight = 270
9382: Christophe Lenglet, weight = 270
9383: Chan-Byoung Chae, weight = 270
9384: Jane W.-S. Liu, weight = 270
9385: Nazim Agoulmine, weight = 270
9386: Kamil Iskra, weight = 270
9387: Fernando Llopis, weight = 270
9388: Vladimir B. Bajic, weight = 270
9389: Norbert Meyer, weight = 270
9390: Fang Xu, weight = 270
9391: May D. Wang, weight = 270
9392: Ingrid De Wolf, weight = 270
9393: Qun Jin, weight = 270
9394: Gordon M. Shepherd, weight = 270
9395: Qishi Wu, weight = 270
9396: Massimo Paolucci, weight = 270
9397: Howon Kim, weight = 270
9398: Tobias Ortmaier, weight = 270
9399: Yong Soo Cho, weight = 270
9400: Jesper Buus Nielsen, weight = 270
9401: Mustafa Mat Deris, weight = 270
9402: Alexander Meschtscherjakov, weight = 270
9403: Frédéric Precioso, weight = 270
9404: Rudolf Freund, weight = 270
9405: Ismail Güvenç, weight = 270
9406: Javier García Zubía, weight = 270
9407: Enzo Marinari, weight = 270
9408: Hidetomo Ichihashi, weight = 270
9409: Alfredo Navarra, weight = 270
9410: David W. Walker, weight = 270
9411: Nicole Immorlica, weight = 270
9412: Michael H. Böhlen, weight = 270
9413: James Tschanz, weight = 270
9414: Giovanna Guerrini, weight = 270
9415: Robert Krauthgamer, weight = 270
9416: Andreas Abecker, weight = 270
9417: Hans Vangheluwe, weight = 270
9418: Dimitris Nikolos, weight = 270
9419: Gennaro Boggia, weight = 270
9420: Alejandro Pazos, weight = 270
9421: Pravin Varaiya, weight = 270
9422: Sinan Gezici, weight = 270
9423: Lin Shi, weight = 270
9424: Hans-Peter Lenhof, weight = 270
9425: Damianos Gavalas, weight = 270
9426: Sharad Singhal, weight = 270
9427: Peter Shirley, weight = 270
9428: Liliana Ardissono, weight = 270
9429: Peter B. Luh, weight = 270
9430: Baoxian Zhang, weight = 270
9431: Stéphane Lafortune, weight = 270
9432: Michel R. V. Chaudron, weight = 270
9433: Paolo Ferrazzoli, weight = 270
9434: Manfred K. Warmuth, weight = 270
9435: Andreas Bulling, weight = 270
9436: Shouhuai Xu, weight = 270
9437: Chee Keong Kwoh, weight = 270
9438: Miguel A. Otaduy, weight = 270
9439: Doreen Ware, weight = 270
9440: Paolo Baldan, weight = 270
9441: Hideo Fujimoto, weight = 270
9442: Filippo Sorbello, weight = 270
9443: Makoto Ando, weight = 270
9444: Di Yuan, weight = 270
9445: Jason Tsong-Li Wang, weight = 269
9446: Raymond Chi-Wing Wong, weight = 269
9447: Thomas Risse, weight = 269
9448: Ilan Newman, weight = 269
9449: Ralf Steinberger, weight = 269
9450: José Antônio Fernandes de Macêdo, weight = 269
9451: Dantong Yu, weight = 269
9452: Samuel P. Midkiff, weight = 269
9453: Chen Li, weight = 269
9454: Chalapathy Neti, weight = 269
9455: Alex Kondratyev, weight = 269
9456: Murat Saraclar, weight = 269
9457: Dan Zhang, weight = 269
9458: Essa Yacoub, weight = 269
9459: Stephan Vogel, weight = 269
9460: Marcus Hutter, weight = 269
9461: Li Zhang 0002, weight = 269
9462: Concetto Spampinato, weight = 269
9463: Eric A. M. Klumperink, weight = 269
9464: Chia Shen, weight = 269
9465: Jean-Pierre Seifert, weight = 269
9466: Cláudio Sant'Anna, weight = 269
9467: Guisheng Liao, weight = 269
9468: Alan Bridge, weight = 269
9469: Thomas Toifl, weight = 269
9470: Francisco M. Couto, weight = 269
9471: Robert J. K. Jacob, weight = 269
9472: Jun Jiang, weight = 269
9473: Lincoln D. Stein, weight = 269
9474: Anirban Mahanti, weight = 269
9475: Martin Fleury, weight = 269
9476: Laurent Heutte, weight = 269
9477: Chunxiao Xing, weight = 269
9478: Jelena Jovanovic, weight = 269
9479: Young-Sik Kim, weight = 269
9480: Len Bass, weight = 269
9481: Yuming Jiang, weight = 269
9482: Bin Gao, weight = 269
9483: Francisco J. García-Peñalvo, weight = 269
9484: Karl Iagnemma, weight = 269
9485: ShuiGuang Deng, weight = 269
9486: Jean-Claude Belfiore, weight = 269
9487: Vishal Misra, weight = 269
9488: K. Bretonnel Cohen, weight = 269
9489: Theodore B. Zahariadis, weight = 269
9490: Niels Henze, weight = 269
9491: Xiaowei Yang, weight = 269
9492: Thomas Ludwig 0002, weight = 269
9493: Siamak Sobhany, weight = 269
9494: Bahram Parvin, weight = 269
9495: Stephanie Forrest, weight = 269
9496: Zhaoxiang Zhang, weight = 269
9497: Yi Ding, weight = 269
9498: Philipp Leitner, weight = 269
9499: David M. Pennock, weight = 269
9500: Colette Rolland, weight = 269
9501: Hung-Ming Chen, weight = 269
9502: Hoon Choi, weight = 269
9503: Zhong Li, weight = 269
9504: Eduardo Figueiredo, weight = 269
9505: Frank Eliassen, weight = 269
9506: Monica Sebillo, weight = 269
9507: Olaf Dössel, weight = 269
9508: Ben Liang, weight = 269
9509: Albert Ali Salah, weight = 269
9510: Kon Max Wong, weight = 269
9511: Hinrich Schütze, weight = 269
9512: Xiaofeng Liu, weight = 269
9513: Susu Yao, weight = 269
9514: Barry L. Nelson, weight = 269
9515: Ilene Karsch-Mizrachi, weight = 268
9516: Jennifer T. Chayes, weight = 268
9517: Markulf Kohlweiss, weight = 268
9518: John Darlington, weight = 268
9519: Antónia Lopes, weight = 268
9520: Peter Clark, weight = 268
9521: Jayashree Kalpathy-Cramer, weight = 268
9522: Una-May O'Reilly, weight = 268
9523: D. Ross Jeffery, weight = 268
9524: Ying-Hsi Lin, weight = 268
9525: Rahim Saeidi, weight = 268
9526: Travis Gagie, weight = 268
9527: Jingjing Wang, weight = 268
9528: Bracha Shapira, weight = 268
9529: Chun Tung Chou, weight = 268
9530: Wing-Hung Ki, weight = 268
9531: Roderick Bloem, weight = 268
9532: Yannis Charalabidis, weight = 268
9533: Akinori Yonezawa, weight = 268
9534: Kwangjo Kim, weight = 268
9535: Ugo Vaccaro, weight = 268
9536: Junzo Watada, weight = 268
9537: Klaus Diepold, weight = 268
9538: Kang Liu, weight = 268
9539: José Luis Rojo-Álvarez, weight = 268
9540: Scott A. Brandt, weight = 268
9541: Pourang Irani, weight = 268
9542: Andreas Harrer, weight = 268
9543: Hongyu Zhang, weight = 268
9544: Scott R. Klemmer, weight = 268
9545: Huaiqing Wang, weight = 268
9546: Guang-Ren Duan, weight = 268
9547: Enzo Pasquale Scilingo, weight = 268
9548: Ignacio Blanquer, weight = 268
9549: Michel Kieffer, weight = 268
9550: Constantinos E. Goutis, weight = 268
9551: Serge Haddad, weight = 268
9552: Lei Wang 0005, weight = 268
9553: Luciano Bononi, weight = 268
9554: Alan M. MacEachren, weight = 268
9555: Zheng Tang, weight = 268
9556: Oxana Smirnova, weight = 268
9557: John-Paul Navarro, weight = 268
9558: L. Wang, weight = 268
9559: Hideki Koike, weight = 268
9560: Ari Juels, weight = 268
9561: Byrav Ramamurthy, weight = 268
9562: Amparo Varona, weight = 268
9563: Rick Rabiser, weight = 268
9564: Thomas Fang Zheng, weight = 268
9565: Zeshui Xu, weight = 268
9566: Jason J. Jung, weight = 268
9567: Alexandros Bartzas, weight = 268
9568: Laura Ricci, weight = 268
9569: Shuichi Kawashima, weight = 268
9570: Guanding Yu, weight = 268
9571: Kosuke Sekiyama, weight = 268
9572: Tommaso Melodia, weight = 268
9573: Andreas Kolb, weight = 268
9574: Heng Li, weight = 268
9575: James F. Brinkley, weight = 268
9576: Ning Ma, weight = 268
9577: Gul Agha, weight = 268
9578: Bruno Bougard, weight = 268
9579: Benoît Favre, weight = 268
9580: Lance M. Kaplan, weight = 268
9581: Yangquan Chen, weight = 268
9582: Marco Torchiano, weight = 268
9583: Tom Heskes, weight = 268
9584: Douglas R. Vogel, weight = 268
9585: Yi-Hsuan Yang, weight = 268
9586: Ahmed Mehaoua, weight = 268
9587: David Grove, weight = 268
9588: Cyril Leung, weight = 268
9589: Bernardete Ribeiro, weight = 268
9590: K. Suzanne Barber, weight = 267
9591: Christophe De Vleeschouwer, weight = 267
9592: Ran Ginosar, weight = 267
9593: Jean-Pierre Cances, weight = 267
9594: James Miller, weight = 267
9595: Jaroslav Nesetril, weight = 267
9596: Inseok Hwang, weight = 267
9597: Michael Hempel, weight = 267
9598: Marco Gribaudo, weight = 267
9599: Robert Sablatnig, weight = 267
9600: Bill Lin, weight = 267
9601: Victor C. S. Lee, weight = 267
9602: Maciej Koutny, weight = 267
9603: Raheem A. Beyah, weight = 267
9604: Tung-Sang Ng, weight = 267
9605: Filipe Portela, weight = 267
9606: Mainak Chatterjee, weight = 267
9607: Nenad Mladenovic, weight = 267
9608: Paul C. van Oorschot, weight = 267
9609: Michael Leuschel, weight = 267
9610: Abdelmadjid Bouabdallah, weight = 267
9611: Zheng Zhao, weight = 267
9612: Yi-Min Wang, weight = 267
9613: Achim Ebert, weight = 267
9614: Angelo Cangelosi, weight = 267
9615: Guanghui Wang, weight = 267
9616: Mohamed Jemni, weight = 267
9617: Christoph Grimm 0001, weight = 267
9618: Benjamin Schrauwen, weight = 267
9619: Fabrice Rossi, weight = 267
9620: Arijit Raychowdhury, weight = 267
9621: Lianwen Jin, weight = 267
9622: Juan Manuel González Nieto, weight = 267
9623: Andreas Jakobsson, weight = 267
9624: Raymond Y. K. Lau, weight = 267
9625: Muhammad M. Khellah, weight = 267
9626: Xubin He, weight = 267
9627: Salil S. Kanhere, weight = 267
9628: Andrew W. Senior, weight = 267
9629: Dominik Slezak, weight = 267
9630: Victor Mitrana, weight = 267
9631: Abbas Khosravi, weight = 267
9632: Oswaldo Trelles, weight = 267
9633: Alex Sim, weight = 267
9634: Alessandro Giusti, weight = 267
9635: Hiroto Yasuura, weight = 267
9636: Eric Monfroy, weight = 267
9637: Masao Sakauchi, weight = 267
9638: Sadaaki Miyamoto, weight = 267
9639: Steven J. M. Jones, weight = 267
9640: Joseph J. LaViola Jr., weight = 267
9641: Elchanan Mossel, weight = 267
9642: Marc M. Van Hulle, weight = 267
9643: Carol O'Sullivan, weight = 267
9644: Amri Napolitano, weight = 267
9645: Maosong Sun, weight = 267
9646: Denis Friboulet, weight = 267
9647: Dean N. Williams, weight = 267
9648: Kecheng Liu, weight = 267
9649: Mario Cáccamo, weight = 267
9650: Masao Nagasaki, weight = 267
9651: Anna R. Panchenko, weight = 267
9652: Masatoshi Sakawa, weight = 267
9653: Guangjie Han, weight = 266
9654: Marcello M. Bonsangue, weight = 266
9655: Giovanni Agosta, weight = 266
9656: José L. Sánchez 0002, weight = 266
9657: Hong-June Park, weight = 266
9658: Thomas Ball, weight = 266
9659: Eero Hyvönen, weight = 266
9660: Andy Crabtree, weight = 266
9661: Sharma Chakravarthy, weight = 266
9662: Yoshikazu Nakajima, weight = 266
9663: Pau Prats, weight = 266
9664: Weiran Xu, weight = 266
9665: John W. Lockwood, weight = 266
9666: Claire J. Tomlin, weight = 266
9667: Alessandro Trifiletti, weight = 266
9668: Helen Petrie, weight = 266
9669: Teng Long, weight = 266
9670: Jean-Claude Bermond, weight = 266
9671: Bruno Riccò, weight = 266
9672: Luigi di Stefano, weight = 266
9673: Fumitada Itakura, weight = 266
9674: Kurt Konolige, weight = 266
9675: Emilio Sanchis, weight = 266
9676: Michael G. Christel, weight = 266
9677: Wen Xu, weight = 266
9678: Fabio Del Frate, weight = 266
9679: Sen Su, weight = 266
9680: Viviana Mascardi, weight = 266
9681: Hiroshi Tsuji, weight = 266
9682: Lin Xiao, weight = 266
9683: Roger D. Chamberlain, weight = 266
9684: Stefan Dietze, weight = 266
9685: Josef van Genabith, weight = 266
9686: Thomas F. Wenisch, weight = 266
9687: Jian Yuan, weight = 266
9688: Paolo Giaccone, weight = 266
9689: Gwo-Dong Chen, weight = 266
9690: Andrej Sali, weight = 266
9691: Kavé Salamatian, weight = 266
9692: Xizhao Wang, weight = 266
9693: Daniel F. García, weight = 266
9694: Jie Ma, weight = 266
9695: Katrina Learned, weight = 266
9696: Yuri Gurevich, weight = 266
9697: Charles E. Leiserson, weight = 266
9698: Antonino Tumeo, weight = 266
9699: Guo Wei, weight = 266
9700: Ke Yi, weight = 266
9701: Giovambattista Ianni, weight = 266
9702: Rama Balakrishnan, weight = 266
9703: Jianmin Zheng, weight = 266
9704: Florian Alt, weight = 266
9705: Youping Deng, weight = 266
9706: Manuel Carro, weight = 266
9707: Elgar Fleisch, weight = 266
9708: Pramod Kumar Meher, weight = 266
9709: Jaco van de Pol, weight = 266
9710: Yu Sasaki, weight = 266
9711: Michael Blumenstein, weight = 266
9712: Umberto Villano, weight = 266
9713: Thomas C. Rindflesch, weight = 266
9714: Josep Lluís de la Rosa, weight = 266
9715: Pierre Moulin, weight = 266
9716: David Camacho, weight = 266
9717: Franco Chiaraluce, weight = 266
9718: Gu-Yeon Wei, weight = 266
9719: Ranieri Baraglia, weight = 266
9720: Marco Grangetto, weight = 266
9721: Ram Krishnamurthy, weight = 266
9722: Zoran Popovic, weight = 265
9723: Emmanuel Vincent, weight = 265
9724: Dong Zheng, weight = 265
9725: Kiyoshi Oguri, weight = 265
9726: Yves Van de Peer, weight = 265
9727: Yuanqing Li, weight = 265
9728: Simeon J. Simoff, weight = 265
9729: David S. Johnson, weight = 265
9730: Fan Jiang, weight = 265
9731: Noriki Uchida, weight = 265
9732: Helmut Hlavacs, weight = 265
9733: Russell Tessier, weight = 265
9734: Larry Bull, weight = 265
9735: Quan Chen, weight = 265
9736: Joseph L. Hellerstein, weight = 265
9737: V. Kamakoti, weight = 265
9738: Laurent Gil, weight = 265
9739: Fabio Ricciato, weight = 265
9740: Daniele D'Agostino, weight = 265
9741: Regan L. Mandryk, weight = 265
9742: Peter Fettke, weight = 265
9743: Tom Peterka, weight = 265
9744: Gang Hu, weight = 265
9745: Mau-Chung Frank Chang, weight = 265
9746: Lihua Yue, weight = 265
9747: Edward W. Felten, weight = 265
9748: Yogish Sabharwal, weight = 265
9749: James P. G. Sterbenz, weight = 265
9750: Alessandro Giua, weight = 265
9751: Thomas Walter, weight = 265
9752: Mirco Musolesi, weight = 265
9753: Julie A. Jacko, weight = 265
9754: Laurent Ferro-Famil, weight = 265
9755: Ugis Sarkans, weight = 265
9756: Emilio Ferrara, weight = 265
9757: Xiaoxing Ma, weight = 265
9758: Minrui Fei, weight = 265
9759: Rajendran Panda, weight = 265
9760: Yi Yu, weight = 265
9761: Uwe Aßmann, weight = 265
9762: Jianguo Li, weight = 265
9763: Johanna I. Westbrook, weight = 265
9764: Luca Mottola, weight = 265
9765: Jens Volkert, weight = 265
9766: John Feo, weight = 265
9767: Christophe Kolski, weight = 265
9768: Michel Schneider, weight = 265
9769: Stefan Weber, weight = 265
9770: Pablo Orduña, weight = 265
9771: Ruth Nussinov, weight = 265
9772: Shawn Hall, weight = 264
9773: Pascal Vivet, weight = 264
9774: Aurelio Uncini, weight = 264
9775: King-Shan Lui, weight = 264
9776: Terri K. Attwood, weight = 264
9777: Xuding Zhu, weight = 264
9778: Jordi Guitart, weight = 264
9779: David Wai-Lok Cheung, weight = 264
9780: Dan Pei, weight = 264
9781: Xiong Li, weight = 264
9782: Iosif Legrand, weight = 264
9783: Nasser Kehtarnavaz, weight = 264
9784: Wolfgang Emmerich, weight = 264
9785: P. John Clarkson, weight = 264
9786: Septimiu E. Salcudean, weight = 264
9787: Keivan Navi, weight = 264
9788: Tatsuya Mori, weight = 264
9789: Corina S. Pasareanu, weight = 264
9790: Raúl Rojas, weight = 264
9791: Chein-I Chang, weight = 264
9792: Rangachar Kasturi, weight = 264
9793: Vincenzo Ciaschini, weight = 264
9794: Yamine Aït Ameur, weight = 264
9795: Ivona Brandic, weight = 264
9796: Sam H. Noh, weight = 264
9797: Dominique Fohr, weight = 264
9798: Zhengding Lu, weight = 264
9799: Johann Gasteiger, weight = 264
9800: Gerth Stølting Brodal, weight = 264
9801: Richard T. Watson, weight = 264
9802: André van der Hoek, weight = 264
9803: Manuel Núñez, weight = 264
9804: Taeshik Shon, weight = 264
9805: Xin Fan, weight = 264
9806: S. Trent Rosenbloom, weight = 264
9807: Eugénio C. Oliveira, weight = 264
9808: Hong Cao, weight = 264
9809: Marc Alexa, weight = 264
9810: Jaroslav Opatrny, weight = 264
9811: Luigi Marini, weight = 264
9812: Maurizio Talamo, weight = 264
9813: Dana Petcu, weight = 264
9814: Dmitri Botvich, weight = 264
9815: Miao Yu, weight = 264
9816: Yixin Jiang, weight = 264
9817: Nicolette de Keizer, weight = 264
9818: Antonio L. Furtado, weight = 264
9819: Andrew Chatr-aryamontri, weight = 264
9820: Matthias Samwald, weight = 264
9821: Jin-yi Cai, weight = 264
9822: José Neuman de Souza, weight = 264
9823: Kieron Taylor, weight = 264
9824: Yukiko I. Nakano, weight = 264
9825: Iryna Gurevych, weight = 264
9826: Luisa Gargano, weight = 264
9827: Uri Zwick, weight = 264
9828: Alexander Borgida, weight = 264
9829: Michael Codish, weight = 264
9830: Javier Hernando, weight = 264
9831: Guoping Qiu, weight = 264
9832: Carla Raffaelli, weight = 264
9833: Tu Bao Ho, weight = 264
9834: Julien Gobeill, weight = 264
9835: Xiuwen Liu, weight = 264
9836: Heiko Schwarz, weight = 264
9837: Oliver Sander, weight = 264
9838: Marco Cagnazzo, weight = 264
9839: Kebin Liu, weight = 264
9840: Paulo Simões, weight = 264
9841: Edward M. Riseman, weight = 264
9842: Zheng Yan, weight = 263
9843: Patrick Doherty, weight = 263
9844: Suiping Zhou, weight = 263
9845: Guillaume Morel, weight = 263
9846: Wenzhe Shi, weight = 263
9847: Jean C. Walrand, weight = 263
9848: Hengchang Liu, weight = 263
9849: Chao Zhou, weight = 263
9850: Kristen Brent Venable, weight = 263
9851: Massimo Poesio, weight = 263
9852: Ronald Rousseau, weight = 263
9853: Koichi Nishiwaki, weight = 263
9854: Eugen Schenfeld, weight = 263
9855: Esther Guerra, weight = 263
9856: Doo-Hwan Bae, weight = 263
9857: Nikolaos Laoutaris, weight = 263
9858: Yun Peng, weight = 263
9859: Stephen A. Billings, weight = 263
9860: Subbarayan Pasupathy, weight = 263
9861: Christopher M. Schlick, weight = 263
9862: Gwanggil Jeon, weight = 263
9863: Martin Farach-Colton, weight = 263
9864: Michael Cohen, weight = 263
9865: Andreas Brandstädt, weight = 263
9866: Mieke Massink, weight = 263
9867: George Tzanetakis, weight = 263
9868: Dietmar Schomburg, weight = 263
9869: Xiaofei Zhang, weight = 263
9870: Asunción Moreno, weight = 263
9871: Earl E. Swartzlander Jr., weight = 263
9872: Franjo Ivancic, weight = 263
9873: Alessandro F. Garcia, weight = 263
9874: Kazuo Tsubouchi, weight = 263
9875: José Miguel Díaz-Báñez, weight = 263
9876: Ross Maciejewski, weight = 263
9877: Bjorn De Sutter, weight = 263
9878: Matti Rossi, weight = 263
9879: David R. Gilbert, weight = 263
9880: Yan Fu, weight = 263
9881: Tetsuya Kawanishi, weight = 263
9882: Nick Craswell, weight = 263
9883: Shrideep Pallickara, weight = 263
9884: Jinian Bian, weight = 263
9885: Jia-Huai You, weight = 263
9886: Yuan-Hao Chang, weight = 263
9887: Jun Tang, weight = 263
9888: Zengfu Wang, weight = 263
9889: Kofi A. A. Makinwa, weight = 263
9890: Leon Axel, weight = 263
9891: Jiman Hong, weight = 263
9892: Wilko Heuten, weight = 263
9893: Heiko Neumann, weight = 263
9894: Pei Wang, weight = 263
9895: Ricardo Martínez, weight = 263
9896: Fredric C. Gey, weight = 263
9897: Toshiharu Sugawara, weight = 263
9898: Alex Delis, weight = 263
9899: Christian Ott, weight = 263
9900: Badong Chen, weight = 263
9901: Gang Zheng, weight = 263
9902: Shwetak N. Patel, weight = 263
9903: Tim Cutts, weight = 263
9904: Karthikeyan Sankaralingam, weight = 263
9905: Dajiang Zhou, weight = 263
9906: Brian Curless, weight = 263
9907: Kai Huang, weight = 263
9908: Marcelo Yannuzzi, weight = 263
9909: Shaodan Ma, weight = 263
9910: Benjamin Blankertz, weight = 263
9911: Masaharu Imai, weight = 263
